T_MeV,mu_MeV,rho,xi
125.5,312.710923,0.79,0.4
125.5,312.964632,0.8,0.4
125.5,313.454101,0.82,0.4
125.5,313.920693,0.84,0.4
125.5,314.365594,0.86,0.4
125.5,314.789916,0.88,0.4
125.5,315.194693,0.9,0.4
125.5,315.580895,0.92,0.4
125.5,315.949435,0.94,0.4
125.5,316.301166,0.96,0.4
125.5,316.636894,0.98,0.4
125.5,316.957378,1.0,0.4
125.5,317.263336,1.02,0.4
125.5,317.555445,1.04,0.4
125.5,317.834347,1.06,0.4
125.5,318.100653,1.08,0.4
125.5,318.354941,1.1,0.4
125.5,318.597764,1.12,0.4
125.5,318.829645,1.14,0.4
125.5,319.051088,1.16,0.4
125.5,319.26257,1.18,0.4
125.5,319.464553,1.2,0.4
125.5,319.657475,1.22,0.4
125.5,319.84176,1.24,0.4
125.5,320.017813,1.26,0.4
125.5,320.186028,1.28,0.4
125.5,320.34678,1.3,0.4
125.5,320.500436,1.32,0.4
125.5,320.647349,1.34,0.4
125.5,320.78786,1.36,0.4
125.5,320.922301,1.38,0.4
125.5,321.050995,1.4,0.4
125.5,321.174257,1.42,0.4
125.5,321.292393,1.44,0.4
125.5,321.405701,1.46,0.4
125.5,321.514476,1.48,0.4
125.5,321.619002,1.5,0.4
125.5,321.719562,1.52,0.4
125.5,321.816433,1.54,0.4
125.5,321.909885,1.56,0.4
125.5,322.000188,1.58,0.4
125.5,322.087607,1.6,0.4
125.5,322.172403,1.62,0.4
125.5,322.254837,1.64,0.4
125.5,322.335166,1.66,0.4
125.5,322.413645,1.68,0.4
125.5,322.490529,1.7,0.4
125.5,322.566074,1.72,0.4
125.5,322.64053,1.74,0.4
125.5,322.714153,1.76,0.4
125.5,322.787194,1.78,0.4
125.5,322.859909,1.8,0.4
125.5,322.932552,1.82,0.4
125.5,323.005379,1.84,0.4
125.5,323.078648,1.86,0.4
125.5,323.152617,1.88,0.4
125.5,323.227549,1.9,0.4
125.5,323.303706,1.92,0.4
125.5,323.381356,1.94,0.4
125.5,323.460767,1.96,0.4
125.5,323.542212,1.98,0.4
125.5,323.625965,2.0,0.4
125.5,323.712306,2.02,0.4
125.5,323.801518,2.04,0.4
125.5,323.893885,2.06,0.4
125.5,323.989699,2.08,0.4
125.5,324.089253,2.1,0.4
125.5,324.192843,2.12,0.4
125.5,324.300773,2.14,0.4
125.5,324.413346,2.16,0.4
125.5,324.530871,2.18,0.4
125.5,324.653661,2.2,0.4
125.5,324.78203,2.22,0.4
125.5,324.916296,2.24,0.4
125.5,325.056779,2.26,0.4
125.5,325.2038,2.28,0.4
125.5,325.357683,2.3,0.4
125.5,325.51875,2.32,0.4
125.5,325.687323,2.34,0.4
125.5,325.863723,2.36,0.4
125.5,326.048269,2.38,0.4
125.5,326.241274,2.4,0.4
125.5,326.443048,2.42,0.4
125.5,326.653891,2.44,0.4
125.5,326.874098,2.46,0.4
125.5,327.103952,2.48,0.4
125.5,327.343725,2.5,0.4
125.5,327.593673,2.52,0.4
125.5,327.854038,2.54,0.4
125.5,328.125044,2.56,0.4
125.5,328.406894,2.58,0.4
125.5,328.699771,2.6,0.4
125.5,329.003831,2.62,0.4
125.5,329.319207,2.64,0.4
125.5,329.646003,2.66,0.4
125.5,329.984294,2.68,0.4
125.5,330.334126,2.7,0.4
125.5,330.695513,2.72,0.4
125.5,331.068435,2.74,0.4
125.5,331.452841,2.76,0.4
125.5,331.848648,2.78,0.4
125.5,332.25574,2.8,0.4
125.5,332.673968,2.82,0.4
125.5,333.103154,2.84,0.4
125.5,333.543089,2.86,0.4
125.5,333.993537,2.88,0.4
125.5,334.454235,2.9,0.4
125.5,334.924899,2.92,0.4
125.5,335.40522,2.94,0.4
125.5,335.894872,2.96,0.4
125.5,336.393514,2.98,0.4
125.5,336.900789,3.0,0.4
125.5,322.37462,1.67,0.4
125.5,322.452271,1.69,0.4
125.5,322.528453,1.71,0.4
125.5,322.603422,1.73,0.4
125.5,322.67743,1.75,0.4
125.5,322.75073,1.77,0.4
125.5,322.823577,1.79,0.4
125.5,322.896224,1.81,0.4
125.5,322.968927,1.83,0.4
125.5,323.041942,1.85,0.4
125.5,323.115528,1.87,0.4
125.5,323.189946,1.89,0.4
125.5,323.265458,1.91,0.4
125.5,323.342328,1.93,0.4
125.5,323.420824,1.95,0.4
126.0,-0.0,0.0,0.4
126.0,93.329181,0.0025,0.4
126.0,121.994852,0.005,0.4
126.0,138.877634,0.0075,0.4
126.0,150.858616,0.01,0.4
126.0,160.142097,0.0125,0.4
126.0,167.716242,0.015,0.4
126.0,174.109679,0.0175,0.4
126.0,179.638438,0.02,0.4
126.0,184.506553,0.0225,0.4
126.0,188.853422,0.025,0.4
126.0,192.778516,0.0275,0.4
126.0,196.355299,0.03,0.4
126.0,199.639577,0.0325,0.4
126.0,202.674734,0.035,0.4
126.0,205.495166,0.0375,0.4
126.0,208.128608,0.04,0.4
126.0,210.597742,0.0425,0.4
126.0,212.921363,0.045,0.4
126.0,215.115214,0.0475,0.4
126.0,217.192615,0.05,0.4
126.0,219.164933,0.0525,0.4
126.0,221.041952,0.055,0.4
126.0,222.832149,0.0575,0.4
126.0,224.542916,0.06,0.4
126.0,226.180744,0.0625,0.4
126.0,227.751357,0.065,0.4
126.0,229.25983,0.0675,0.4
126.0,230.710688,0.07,0.4
126.0,232.107976,0.0725,0.4
126.0,233.455328,0.075,0.4
126.0,234.756023,0.0775,0.4
126.0,236.013024,0.08,0.4
126.0,237.229024,0.0825,0.4
126.0,238.406471,0.085,0.4
126.0,239.547604,0.0875,0.4
126.0,240.654469,0.09,0.4
126.0,241.728948,0.0925,0.4
126.0,242.772768,0.095,0.4
126.0,243.787524,0.0975,0.4
126.0,244.77469,0.1,0.4
126.0,245.735629,0.1025,0.4
126.0,246.671608,0.105,0.4
126.0,247.583802,0.1075,0.4
126.0,248.473306,0.11,0.4
126.0,249.341142,0.1125,0.4
126.0,250.188264,0.115,0.4
126.0,251.015563,0.1175,0.4
126.0,251.823876,0.12,0.4
126.0,252.613988,0.1225,0.4
126.0,253.386634,0.125,0.4
126.0,254.142507,0.1275,0.4
126.0,254.882261,0.13,0.4
126.0,255.60651,0.1325,0.4
126.0,256.315837,0.135,0.4
126.0,257.010787,0.1375,0.4
126.0,257.691883,0.14,0.4
126.0,258.359613,0.1425,0.4
126.0,259.014446,0.145,0.4
126.0,259.656822,0.1475,0.4
126.0,260.287162,0.15,0.4
126.0,261.513308,0.155,0.4
126.0,262.69585,0.16,0.4
126.0,263.837478,0.165,0.4
126.0,264.940644,0.17,0.4
126.0,266.007583,0.175,0.4
126.0,267.040345,0.18,0.4
126.0,268.040808,0.185,0.4
126.0,269.010702,0.19,0.4
126.0,269.951622,0.195,0.4
126.0,270.865041,0.2,0.4
126.0,271.752323,0.205,0.4
126.0,272.614733,0.21,0.4
126.0,273.453449,0.215,0.4
126.0,274.269564,0.22,0.4
126.0,275.064099,0.225,0.4
126.0,275.83801,0.23,0.4
126.0,276.592188,0.235,0.4
126.0,277.327469,0.24,0.4
126.0,278.044638,0.245,0.4
126.0,278.74443,0.25,0.4
126.0,279.42754,0.255,0.4
126.0,280.094619,0.26,0.4
126.0,280.746282,0.265,0.4
126.0,281.383111,0.27,0.4
126.0,282.005655,0.275,0.4
126.0,282.614431,0.28,0.4
126.0,283.209933,0.285,0.4
126.0,283.792625,0.29,0.4
126.0,284.36295,0.295,0.4
126.0,284.921327,0.3,0.4
126.0,286.003815,0.31,0.4
126.0,287.043054,0.32,0.4
126.0,288.041735,0.33,0.4
126.0,289.002308,0.34,0.4
126.0,289.927009,0.35,0.4
126.0,290.817887,0.36,0.4
126.0,291.676821,0.37,0.4
126.0,292.50554,0.38,0.4
126.0,293.305639,0.39,0.4
126.0,294.078591,0.4,0.4
126.0,294.825759,0.41,0.4
126.0,295.54841,0.42,0.4
126.0,296.247719,0.43,0.4
126.0,296.924782,0.44,0.4
126.0,297.580619,0.45,0.4
126.0,298.216186,0.46,0.4
126.0,298.832373,0.47,0.4
126.0,299.430018,0.48,0.4
126.0,300.009904,0.49,0.4
126.0,300.572768,0.5,0.4
126.0,301.119305,0.51,0.4
126.0,301.650166,0.52,0.4
126.0,302.165966,0.53,0.4
126.0,302.667288,0.54,0.4
126.0,303.154681,0.55,0.4
126.0,303.628663,0.56,0.4
126.0,304.089727,0.57,0.4
126.0,304.538339,0.58,0.4
126.0,304.974942,0.59,0.4
126.0,305.399956,0.6,0.4
126.0,305.813781,0.61,0.4
126.0,306.216797,0.62,0.4
126.0,306.609365,0.63,0.4
126.0,306.991831,0.64,0.4
126.0,307.364524,0.65,0.4
126.0,307.727758,0.66,0.4
126.0,308.081832,0.67,0.4
126.0,308.427033,0.68,0.4
126.0,308.763636,0.69,0.4
126.0,309.091903,0.7,0.4
126.0,309.412085,0.71,0.4
126.0,309.724424,0.72,0.4
126.0,310.02915,0.73,0.4
126.0,310.326486,0.74,0.4
126.0,310.616644,0.75,0.4
126.0,310.899828,0.76,0.4
126.0,311.176236,0.77,0.4
126.0,311.446057,0.78,0.4
126.0,311.709473,0.79,0.4
126.0,311.966658,0.8,0.4
126.0,312.46301,0.82,0.4
126.0,312.936392,0.84,0.4
126.0,313.387997,0.86,0.4
126.0,313.818936,0.88,0.4
126.0,314.230248,0.9,0.4
126.0,314.622907,0.92,0.4
126.0,314.997825,0.94,0.4
126.0,315.35586,0.96,0.4
126.0,315.697818,0.98,0.4
126.0,316.024461,1.0,0.4
126.0,316.336507,1.02,0.4
126.0,316.634636,1.04,0.4
126.0,316.91949,1.06,0.4
126.0,317.191682,1.08,0.4
126.0,317.45179,1.1,0.4
126.0,317.700367,1.12,0.4
126.0,317.93794,1.14,0.4
126.0,318.165009,1.16,0.4
126.0,318.382056,1.18,0.4
126.0,318.589538,1.2,0.4
126.0,318.787898,1.22,0.4
126.0,318.977557,1.24,0.4
126.0,319.158923,1.26,0.4
126.0,319.332386,1.28,0.4
126.0,319.498325,1.3,0.4
126.0,319.657103,1.32,0.4
126.0,319.809074,1.34,0.4
126.0,319.954579,1.36,0.4
126.0,320.09395,1.38,0.4
126.0,320.227508,1.4,0.4
126.0,320.355568,1.42,0.4
126.0,320.478435,1.44,0.4
126.0,320.596407,1.46,0.4
126.0,320.709777,1.48,0.4
126.0,320.818828,1.5,0.4
126.0,320.923843,1.52,0.4
126.0,321.025096,1.54,0.4
126.0,321.122859,1.56,0.4
126.0,321.217397,1.58,0.4
126.0,321.308975,1.6,0.4
126.0,321.397853,1.62,0.4
126.0,321.48429,1.64,0.4
126.0,321.568541,1.66,0.4
126.0,321.65086,1.68,0.4
126.0,321.731501,1.7,0.4
126.0,321.810715,1.72,0.4
126.0,321.888753,1.74,0.4
126.0,321.965866,1.76,0.4
126.0,322.042306,1.78,0.4
126.0,322.118325,1.8,0.4
126.0,322.194174,1.82,0.4
126.0,322.270107,1.84,0.4
126.0,322.346379,1.86,0.4
126.0,322.423246,1.88,0.4
126.0,322.500968,1.9,0.4
126.0,322.579805,1.92,0.4
126.0,322.660019,1.94,0.4
126.0,322.741878,1.96,0.4
126.0,322.825649,1.98,0.4
126.0,322.911606,2.0,0.4
126.0,323.000023,2.02,0.4
126.0,323.091179,2.04,0.4
126.0,323.185357,2.06,0.4
126.0,323.282843,2.08,0.4
126.0,323.383927,2.1,0.4
126.0,323.488903,2.12,0.4
126.0,323.598068,2.14,0.4
126.0,323.711724,2.16,0.4
126.0,323.830175,2.18,0.4
126.0,323.95373,2.2,0.4
126.0,324.0827,2.22,0.4
126.0,324.217399,2.24,0.4
126.0,324.358144,2.26,0.4
126.0,324.505253,2.28,0.4
126.0,324.659045,2.3,0.4
126.0,324.819841,2.32,0.4
126.0,324.987961,2.34,0.4
126.0,325.163724,2.36,0.4
126.0,325.347445,2.38,0.4
126.0,325.539438,2.4,0.4
126.0,325.74001,2.42,0.4
126.0,325.949464,2.44,0.4
126.0,326.168095,2.46,0.4
126.0,326.396185,2.48,0.4
126.0,326.63401,2.5,0.4
126.0,326.88183,2.52,0.4
126.0,327.139889,2.54,0.4
126.0,327.408417,2.56,0.4
126.0,327.687623,2.58,0.4
126.0,327.977695,2.6,0.4
126.0,328.278799,2.62,0.4
126.0,328.591076,2.64,0.4
126.0,328.914639,2.66,0.4
126.0,329.249575,2.68,0.4
126.0,329.59594,2.7,0.4
126.0,329.953761,2.72,0.4
126.0,330.323031,2.74,0.4
126.0,330.703712,2.76,0.4
126.0,331.095735,2.78,0.4
126.0,331.498997,2.8,0.4
126.0,331.913364,2.82,0.4
126.0,332.338671,2.84,0.4
126.0,332.774724,2.86,0.4
126.0,333.2213,2.88,0.4
126.0,333.678149,2.9,0.4
126.0,334.144998,2.92,0.4
126.0,334.621551,2.94,0.4
126.0,335.107493,2.96,0.4
126.0,335.602491,2.98,0.4
126.0,336.106198,3.0,0.4
126.0,321.77127,1.71,0.4
126.0,321.849865,1.73,0.4
126.0,321.927409,1.75,0.4
126.0,322.004155,1.77,0.4
126.0,322.080352,1.79,0.4
126.0,322.156254,1.81,0.4
126.0,322.232114,1.83,0.4
126.0,322.308184,1.85,0.4
126.0,322.384722,1.87,0.4
126.0,322.461984,1.89,0.4
126.0,322.540231,1.91,0.4
126.5,-0.0,0.0,0.4
126.5,91.327289,0.0025,0.4
126.5,120.062995,0.005,0.4
126.5,137.004812,0.0075,0.4
126.5,149.030858,0.01,0.4
126.5,158.350297,0.0125,0.4
126.5,165.95425,0.015,0.4
126.5,172.37311,0.0175,0.4
126.5,177.924019,0.02,0.4
126.5,182.811756,0.0225,0.4
126.5,187.176238,0.025,0.4
126.5,191.117308,0.0275,0.4
126.5,194.708712,0.03,0.4
126.5,198.006468,0.0325,0.4
126.5,201.054129,0.035,0.4
126.5,203.886224,0.0375,0.4
126.5,206.530592,0.04,0.4
126.5,209.010009,0.0425,0.4
126.5,211.34334,0.045,0.4
126.5,213.54639,0.0475,0.4
126.5,215.632531,0.05,0.4
126.5,217.613176,0.0525,0.4
126.5,219.498145,0.055,0.4
126.5,221.29595,0.0575,0.4
126.5,223.014012,0.06,0.4
126.5,224.658847,0.0625,0.4
126.5,226.236201,0.065,0.4
126.5,227.751172,0.0675,0.4
126.5,229.208299,0.07,0.4
126.5,230.611644,0.0725,0.4
126.5,231.964858,0.075,0.4
126.5,233.271229,0.0775,0.4
126.5,234.533735,0.08,0.4
126.5,235.755077,0.0825,0.4
126.5,236.937715,0.085,0.4
126.5,238.083895,0.0875,0.4
126.5,239.195673,0.09,0.4
126.5,240.274935,0.0925,0.4
126.5,241.323419,0.095,0.4
126.5,242.342724,0.0975,0.4
126.5,243.33433,0.1,0.4
126.5,244.299606,0.1025,0.4
126.5,245.239823,0.105,0.4
126.5,246.156162,0.1075,0.4
126.5,247.049721,0.11,0.4
126.5,247.921527,0.1125,0.4
126.5,248.772537,0.115,0.4
126.5,249.603647,0.1175,0.4
126.5,250.415696,0.12,0.4
126.5,251.209471,0.1225,0.4
126.5,251.985712,0.125,0.4
126.5,252.745115,0.1275,0.4
126.5,253.488335,0.13,0.4
126.5,254.21599,0.1325,0.4
126.5,254.928663,0.135,0.4
126.5,255.626903,0.1375,0.4
126.5,256.311234,0.14,0.4
126.5,256.982148,0.1425,0.4
126.5,257.640113,0.145,0.4
126.5,258.285574,0.1475,0.4
126.5,258.91895,0.15,0.4
126.5,260.151034,0.155,0.4
126.5,261.339342,0.16,0.4
126.5,262.486578,0.165,0.4
126.5,263.595199,0.17,0.4
126.5,264.667454,0.175,0.4
126.5,265.705397,0.18,0.4
126.5,266.710915,0.185,0.4
126.5,267.685746,0.19,0.4
126.5,268.631489,0.195,0.4
126.5,269.549624,0.2,0.4
126.5,270.441521,0.205,0.4
126.5,271.308449,0.21,0.4
126.5,272.15159,0.215,0.4
126.5,272.972044,0.22,0.4
126.5,273.770834,0.225,0.4
126.5,274.54892,0.23,0.4
126.5,275.307197,0.235,0.4
126.5,276.046504,0.24,0.4
126.5,276.767628,0.245,0.4
126.5,277.471309,0.25,0.4
126.5,278.158243,0.255,0.4
126.5,278.829084,0.26,0.4
126.5,279.484452,0.265,0.4
126.5,280.124927,0.27,0.4
126.5,280.751062,0.275,0.4
126.5,281.363378,0.28,0.4
126.5,281.962367,0.285,0.4
126.5,282.548499,0.29,0.4
126.5,283.122216,0.295,0.4
126.5,283.68394,0.3,0.4
126.5,284.77299,0.31,0.4
126.5,285.818626,0.32,0.4
126.5,286.823551,0.33,0.4
126.5,287.790222,0.34,0.4
126.5,288.720887,0.35,0.4
126.5,289.617602,0.36,0.4
126.5,290.482252,0.37,0.4
126.5,291.316573,0.38,0.4
126.5,292.122167,0.39,0.4
126.5,292.900512,0.4,0.4
126.5,293.652978,0.41,0.4
126.5,294.380835,0.42,0.4
126.5,295.085263,0.43,0.4
126.5,295.767363,0.44,0.4
126.5,296.428158,0.45,0.4
126.5,297.068607,0.46,0.4
126.5,297.689606,0.47,0.4
126.5,298.291993,0.48,0.4
126.5,298.876557,0.49,0.4
126.5,299.444037,0.5,0.4
126.5,299.995128,0.51,0.4
126.5,300.530486,0.52,0.4
126.5,301.050729,0.53,0.4
126.5,301.55644,0.54,0.4
126.5,302.04817,0.55,0.4
126.5,302.526441,0.56,0.4
126.5,302.991747,0.57,0.4
126.5,303.444555,0.58,0.4
126.5,303.88531,0.59,0.4
126.5,304.314434,0.6,0.4
126.5,304.732328,0.61,0.4
126.5,305.139373,0.62,0.4
126.5,305.535932,0.63,0.4
126.5,305.922352,0.64,0.4
126.5,306.298963,0.65,0.4
126.5,306.666079,0.66,0.4
126.5,307.024003,0.67,0.4
126.5,307.373021,0.68,0.4
126.5,307.713409,0.69,0.4
126.5,308.045429,0.7,0.4
126.5,308.369335,0.71,0.4
126.5,308.685369,0.72,0.4
126.5,308.993761,0.73,0.4
126.5,309.294735,0.74,0.4
126.5,309.588503,0.75,0.4
126.5,309.875273,0.76,0.4
126.5,310.155239,0.77,0.4
126.5,310.428594,0.78,0.4
126.5,310.695519,0.79,0.4
126.5,310.956189,0.8,0.4
126.5,311.459441,0.82,0.4
126.5,311.939632,0.84,0.4
126.5,312.397959,0.86,0.4
126.5,312.835537,0.88,0.4
126.5,313.253406,0.9,0.4
126.5,313.652544,0.92,0.4
126.5,314.033865,0.94,0.4
126.5,314.398229,0.96,0.4
126.5,314.746444,0.98,0.4
126.5,315.079273,1.0,0.4
126.5,315.397436,1.02,0.4
126.5,315.701614,1.04,0.4
126.5,315.992451,1.06,0.4
126.5,316.27056,1.08,0.4
126.5,316.536521,1.1,0.4
126.5,316.790887,1.12,0.4
126.5,317.034184,1.14,0.4
126.5,317.266916,1.16,0.4
126.5,317.489562,1.18,0.4
126.5,317.702583,1.2,0.4
126.5,317.906418,1.22,0.4
126.5,318.101491,1.24,0.4
126.5,318.288208,1.26,0.4
126.5,318.466961,1.28,0.4
126.5,318.638127,1.3,0.4
126.5,318.80207,1.32,0.4
126.5,318.959142,1.34,0.4
126.5,319.109685,1.36,0.4
126.5,319.25403,1.38,0.4
126.5,319.392499,1.4,0.4
126.5,319.525403,1.42,0.4
126.5,319.653049,1.44,0.4
126.5,319.775733,1.46,0.4
126.5,319.893746,1.48,0.4
126.5,320.007373,1.5,0.4
126.5,320.116893,1.52,0.4
126.5,320.22258,1.54,0.4
126.5,320.324704,1.56,0.4
126.5,320.423531,1.58,0.4
126.5,320.519322,1.6,0.4
126.5,320.612338,1.62,0.4
126.5,320.702834,1.64,0.4
126.5,320.791064,1.66,0.4
126.5,320.877281,1.68,0.4
126.5,320.961736,1.7,0.4
126.5,321.044679,1.72,0.4
126.5,321.126359,1.74,0.4
126.5,321.207026,1.76,0.4
126.5,321.286927,1.78,0.4
126.5,321.366313,1.8,0.4
126.5,321.445433,1.82,0.4
126.5,321.524539,1.84,0.4
126.5,321.603882,1.86,0.4
126.5,321.683717,1.88,0.4
126.5,321.764299,1.9,0.4
126.5,321.845886,1.92,0.4
126.5,321.928739,1.94,0.4
126.5,322.013119,1.96,0.4
126.5,322.099293,1.98,0.4
126.5,322.18753,2.0,0.4
126.5,322.278102,2.02,0.4
126.5,322.371284,2.04,0.4
126.5,322.467354,2.06,0.4
126.5,322.566597,2.08,0.4
126.5,322.669297,2.1,0.4
126.5,322.775745,2.12,0.4
126.5,322.886235,2.14,0.4
126.5,323.001064,2.16,0.4
126.5,323.120533,2.18,0.4
126.5,323.244948,2.2,0.4
126.5,323.374615,2.22,0.4
126.5,323.509845,2.24,0.4
126.5,323.650951,2.26,0.4
126.5,323.798249,2.28,0.4
126.5,323.952054,2.3,0.4
126.5,324.112685,2.32,0.4
126.5,324.280458,2.34,0.4
126.5,324.455689,2.36,0.4
126.5,324.638695,2.38,0.4
126.5,324.829785,2.4,0.4
126.5,325.029267,2.42,0.4
126.5,325.237444,2.44,0.4
126.5,325.454609,2.46,0.4
126.5,325.681048,2.48,0.4
126.5,325.917037,2.5,0.4
126.5,326.162839,2.52,0.4
126.5,326.418703,2.54,0.4
126.5,326.684862,2.56,0.4
126.5,326.96153,2.58,0.4
126.5,327.248904,2.6,0.4
126.5,327.547154,2.62,0.4
126.5,327.856432,2.64,0.4
126.5,328.17686,2.66,0.4
126.5,328.508533,2.68,0.4
126.5,328.851521,2.7,0.4
126.5,329.205861,2.72,0.4
126.5,329.571559,2.74,0.4
126.5,329.94859,2.76,0.4
126.5,330.336899,2.78,0.4
126.5,330.736395,2.8,0.4
126.5,331.14696,2.82,0.4
126.5,331.568443,2.84,0.4
126.5,332.000662,2.86,0.4
126.5,332.443407,2.88,0.4
126.5,332.896444,2.9,0.4
126.5,333.35951,2.92,0.4
126.5,333.832322,2.94,0.4
126.5,334.314576,2.96,0.4
126.5,334.805948,2.98,0.4
126.5,335.306102,3.0,0.4
126.5,321.247056,1.77,0.4
126.5,321.326669,1.79,0.4
126.5,321.405891,1.81,0.4
126.5,321.484972,1.83,0.4
126.5,321.564165,1.85,0.4
126.5,321.643722,1.87,0.4
127.0,-0.0,0.0,0.4
127.0,89.320715,0.0025,0.4
127.0,118.121106,0.005,0.4
127.0,135.120891,0.0075,0.4
127.0,147.191617,0.01,0.4
127.0,156.546834,0.0125,0.4
127.0,164.180493,0.015,0.4
127.0,170.62471,0.0175,0.4
127.0,176.197726,0.02,0.4
127.0,181.105053,0.0225,0.4
127.0,185.487122,0.025,0.4
127.0,189.444149,0.0275,0.4
127.0,193.050157,0.03,0.4
127.0,196.361377,0.0325,0.4
127.0,199.421529,0.035,0.4
127.0,202.265274,0.0375,0.4
127.0,204.92056,0.04,0.4
127.0,207.410249,0.0425,0.4
127.0,209.753281,0.045,0.4
127.0,211.965521,0.0475,0.4
127.0,214.060394,0.05,0.4
127.0,216.049357,0.0525,0.4
127.0,217.942269,0.055,0.4
127.0,219.747674,0.0575,0.4
127.0,221.473024,0.06,0.4
127.0,223.124859,0.0625,0.4
127.0,224.708948,0.065,0.4
127.0,226.230409,0.0675,0.4
127.0,227.693798,0.07,0.4
127.0,229.103195,0.0725,0.4
127.0,230.462263,0.075,0.4
127.0,231.774305,0.0775,0.4
127.0,233.042309,0.08,0.4
127.0,234.268987,0.0825,0.4
127.0,235.456809,0.085,0.4
127.0,236.60803,0.0875,0.4
127.0,237.724714,0.09,0.4
127.0,238.808755,0.0925,0.4
127.0,239.861896,0.095,0.4
127.0,240.885744,0.0975,0.4
127.0,241.881784,0.1,0.4
127.0,242.851391,0.1025,0.4
127.0,243.795841,0.105,0.4
127.0,244.716319,0.1075,0.4
127.0,245.613928,0.11,0.4
127.0,246.489698,0.1125,0.4
127.0,247.344591,0.115,0.4
127.0,248.179506,0.1175,0.4
127.0,248.995285,0.12,0.4
127.0,249.792719,0.1225,0.4
127.0,250.57255,0.125,0.4
127.0,251.335477,0.1275,0.4
127.0,252.082158,0.13,0.4
127.0,252.813212,0.1325,0.4
127.0,253.529226,0.135,0.4
127.0,254.230752,0.1375,0.4
127.0,254.918313,0.14,0.4
127.0,255.592405,0.1425,0.4
127.0,256.253498,0.145,0.4
127.0,256.902036,0.1475,0.4
127.0,257.538444,0.15,0.4
127.0,258.776456,0.155,0.4
127.0,259.970522,0.16,0.4
127.0,261.123354,0.165,0.4
127.0,262.237423,0.17,0.4
127.0,263.314982,0.175,0.4
127.0,264.358097,0.18,0.4
127.0,265.368662,0.185,0.4
127.0,266.34842,0.19,0.4
127.0,267.298977,0.195,0.4
127.0,268.22182,0.2,0.4
127.0,269.118322,0.205,0.4
127.0,269.98976,0.21,0.4
127.0,270.837319,0.215,0.4
127.0,271.662102,0.22,0.4
127.0,272.46514,0.225,0.4
127.0,273.247392,0.23,0.4
127.0,274.00976,0.235,0.4
127.0,274.753084,0.24,0.4
127.0,275.478156,0.245,0.4
127.0,276.185719,0.25,0.4
127.0,276.876469,0.255,0.4
127.0,277.551066,0.26,0.4
127.0,278.21013,0.265,0.4
127.0,278.854245,0.27,0.4
127.0,279.483965,0.275,0.4
127.0,280.099813,0.28,0.4
127.0,280.702284,0.285,0.4
127.0,281.291848,0.29,0.4
127.0,281.86895,0.295,0.4
127.0,282.434014,0.3,0.4
127.0,283.529614,0.31,0.4
127.0,284.581636,0.32,0.4
127.0,285.592792,0.33,0.4
127.0,286.565552,0.34,0.4
127.0,287.502171,0.35,0.4
127.0,288.404711,0.36,0.4
127.0,289.275067,0.37,0.4
127.0,290.114982,0.38,0.4
127.0,290.926063,0.39,0.4
127.0,291.709793,0.4,0.4
127.0,292.467549,0.41,0.4
127.0,293.200604,0.42,0.4
127.0,293.910145,0.43,0.4
127.0,294.597275,0.44,0.4
127.0,295.263022,0.45,0.4
127.0,295.908349,0.46,0.4
127.0,296.534154,0.47,0.4
127.0,297.14128,0.48,0.4
127.0,297.730517,0.49,0.4
127.0,298.302607,0.5,0.4
127.0,298.85825,0.51,0.4
127.0,299.398103,0.52,0.4
127.0,299.922786,0.53,0.4
127.0,300.432884,0.54,0.4
127.0,300.92895,0.55,0.4
127.0,301.411509,0.56,0.4
127.0,301.881056,0.57,0.4
127.0,302.33806,0.58,0.4
127.0,302.782968,0.59,0.4
127.0,303.216202,0.6,0.4
127.0,303.638165,0.61,0.4
127.0,304.049241,0.62,0.4
127.0,304.449793,0.63,0.4
127.0,304.840169,0.64,0.4
127.0,305.2207,0.65,0.4
127.0,305.591703,0.66,0.4
127.0,305.953479,0.67,0.4
127.0,306.306317,0.68,0.4
127.0,306.650493,0.69,0.4
127.0,306.986272,0.7,0.4
127.0,307.313907,0.71,0.4
127.0,307.63364,0.72,0.4
127.0,307.945703,0.73,0.4
127.0,308.250321,0.74,0.4
127.0,308.547707,0.75,0.4
127.0,308.838068,0.76,0.4
127.0,309.1216,0.77,0.4
127.0,309.398496,0.78,0.4
127.0,309.668937,0.79,0.4
127.0,309.933101,0.8,0.4
127.0,310.443269,0.82,0.4
127.0,310.930288,0.84,0.4
127.0,311.395357,0.86,0.4
127.0,311.839593,0.88,0.4
127.0,312.264042,0.9,0.4
127.0,312.669682,0.92,0.4
127.0,313.05743,0.94,0.4
127.0,313.428148,0.96,0.4
127.0,313.782646,0.98,0.4
127.0,314.121689,1.0,0.4
127.0,314.445998,1.02,0.4
127.0,314.756255,1.04,0.4
127.0,315.053107,1.06,0.4
127.0,315.337164,1.08,0.4
127.0,315.609011,1.1,0.4
127.0,315.869199,1.12,0.4
127.0,316.118257,1.14,0.4
127.0,316.356687,1.16,0.4
127.0,316.584969,1.18,0.4
127.0,316.803565,1.2,0.4
127.0,317.012914,1.22,0.4
127.0,317.21344,1.24,0.4
127.0,317.405549,1.26,0.4
127.0,317.589633,1.28,0.4
127.0,317.766067,1.3,0.4
127.0,317.935218,1.32,0.4
127.0,318.097435,1.34,0.4
127.0,318.253061,1.36,0.4
127.0,318.402426,1.38,0.4
127.0,318.54585,1.4,0.4
